Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
49937,B00430B73W,AJHQC28PA0GNW,Ashley Barros,2,2,5,1254355200,Delicious & thank god they're available on Amazon!,"Living in the Bay Area, I used to pick these up for lunch and snacktime from Whole Foods every single schoolday. They're nummy--taste just like chocolate and raspberries, not fake tasting, rich and savory--and my body feels better eating them than snacking on normal chocolate bars.<br />I just recently moved to a rural area inequipped of a Whole Foods/store that carries vegan treats. THANK GOD I can order them here, and you know what, they're insanely cheaper by the box than by buying them two at a time every day. I've been snacking on them for a month, and there's still half a box left! They're especially good at quelling those pre-menstrual chocolate binges, and are better for you. They taste good, you'll feel good. Enjoy!"
124490,B007ZU3JAQ,A3KAGW9AB4EZM6,jempaul,2,2,1,1337558400,DO NOT PURCHASE THIS ITEM,Absolute rip off - I was NOT sent the item as stated and pictured.  I was sent the Creme Latte; which you can purchase at your local supermarket for $6.50.<br /><br />I did not want the Maxwell House Creme Latte; I wanted the original Maxwell House Latte.<br /><br />They are now arguing via email with me; even though my order quite clearly states the product shown for sale here.<br /><br />Be warned - do not buy!
510478,B007PUYTLY,A3OZDTCULY5I8S,MJ,3,5,1,1319846400,Disappointment,"I'm not sure if the four I purchased were from a bad batch or what, but the product had no effect on me whatsoever. I have tried the blue lotus 50:1 tablets and was very satisfied. I thought a liquid blue lotus would be absorbed better by the body, thus a better effect. It was quite the opposite. You live and you learn I guess, but I wouldnt try this product again unless it was free."
541718,B001BM4RC8,A17GK9E70O7Y9R,Grandma in Oregon,0,0,4,1334448000,a little too salty for my tastes....but....,"I liked everything about this chip except they are too salty...  I accomodated by making my gracamole, and other dips salt free.  Balanced them out.  Texture is wonderful, great corn taste.  I brush excess salt off with a paper towel if I just want to snack dip free.  I won't buy again simply because I don't need 12 bags to have to ""clean"" before eating.  I will try their salt or low salt varieties though as it really is a stellar chip on it's own."
390473,B005OPQF2I,A38ORYSMOPFIFL,"S. Dalrymple ""Mario appreciation""",1,1,5,1325548800,Fancy Feast from Amazon is best,"My little darlings, and I use the word advisedly, absolutely love this.  And for me, their obediant gourmet container opener, this is really convenient.  I have a standing order so my precious pusses will not be without their very favorites for even one day.  Thanks Amazon!"
111810,B000DT7QE6,A1XPWMMDD2TZWL,"M. E. Crites ""Dog Lover""",0,0,4,1168300800,The Dogs are pleased,Both Grand-dogs love this product and the price was very good. The packages keep fresh until the dogs are here and I am ready to share.
444873,B000812K0O,A18PLKL59T0UVQ,Veronica Ortega,0,0,5,1350432000,Excelent bar!,"Love it, delicious and good source of protein is like you are eating a dessert!  very good I recommend this product to anyone who wants a protein snack!"
563829,B007JFMH8M,A3BD20DGXAO0XN,Shawn,0,0,5,1341792000,Yummy!,"These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend."
403956,B003FDG4K4,A2AOD7254MCKSH,travel-weary,0,0,5,1323043200,Another great flavor,So glad to find these. My daughter is doctoral student with heavy schedule and celiac--these are so perfect for her to grab as a high quality snack. She likes the other two flavors (vanilla and chocolate also). So wonderful that they are gluten free. Not too sweet. Glad I 'pre-ordered' as this flavor seems perpetually sold out. Amazon makes it so easy to send little treats like this to my daughter who is several states away.
295309,B005F5KAYQ,A3D6OI36USYOU1,Ghenghis,0,0,5,1339632000,"The original, and still the best!","Pureed habanero peppers. Just perfect!<br /><br />This is the stuff Toluca Gourmet tried to copy, but it looks like they are already<br />finished after only a few years in business. Praise be once again to Goya Foods for<br />this fresh take on habanero chiles, and that is exactly what you get. This is not a<br />sauce filled with carrots, garlic, and other heinous stuff. And thats what makes this<br />so wonderful, its pure habanero flavor that you can use to make barbecue sauce or to<br />flavor your favorite salsas or other commercial off the shelf products.<br /><br />No kitchen should be without at least one. 5 Pods"
494109,B005LPD86C,A51H3BBAH5DVM,Olga,0,0,5,1318723200,Amazing!,It is amazing!The caviar is very fresh and very delicious.I like it.I want eat this caviar every day.I want buy more.
27305,B000LBGBP6,AQHX3MG6JY68,"Dee Burns ""dee""",2,2,5,1219968000,Chocolate - goodness - WOW,"I can't stop eating these - so decadent <a href=""http://www.amazon.com/gp/product/B000LBGBP6"">Emily's Dark Chocolate Covered Mixed Berries</a>-affordable - what a treat"
276496,B004WZ4HC6,A27WOY7WLPRHUK,Lewis D. Junior,4,8,2,1320796800,Not like Ramen.,"This selection was my own fault.  I assumed these noodles were something I was vaguely familiar with.  Wrong.  They were not to my taste, which does not say they are not good.  I am sure they are made with some specific consumer group in mind."
545843,B0014GDRSQ,A1L7YD6M3S194D,G. L. Hage,0,2,4,1259971200,"Dogs love it, I don't","I got 2 medium size puppies from a rescue place and needed something for them to keep busy.  Loved these things at first because the dogs loved them and they lasted quite a while.  But after the pups started getting bigger, they didn't last as long and even though these are cheaper than alot of bully sticks out there, it was costing me a fortune.  Also I came to realize that these things tend to give the dogs the runs so I quit buying."
415698,B000EDDS6Q,A3699TY35SBJ3H,Thomas Smith,7,7,5,1300579200,wonderful--------------------,"I was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---I'm happy to report that I put it in a bowl, pour on some low-fat milk, and chow down-----it is delicious right away---yum yum go get you some. The only thing I would argue with is the serving size----who could eat a 1/4 cup for breakfast--not me--a cup at least--so it goes quickly. I also love that there is no ground up stuff in the bottom, from top of the bag to the last bite it's all perfect-----Thanks"
484911,B00248EE4O,A3IR834T7AROBT,Ed,7,7,5,1219708800,Tortillia Chips with flavor!,"These have much more flavor and taste than regular tortilla chips.  Always a hit when friends come over and we put out the snacks. Top quality ingredients; brown rice, oat fiber, sunflower seeds etc. are what give this product the taste to start a conversation. Serve with fresh veggies and a good dip, always a crowd pleas-er!  I certainly would recommend this product to anyone who is trying to eat more healthy food with great flavor."
220264,B0034EDLS2,A3NUDSXY4NL9JX,"S. Harrill ""Amazon Rocks""",0,0,5,1343001600,Better than Candy,"I have replaced candy bars with the Kind Bars, and they are better.  My favorite are Nut Delight.  The ones with chocolate are my least favorite."
107687,B001F0RRTQ,A2KF4OCIJK06Y6,msvinnie,2,2,1,1347321600,Did not send the brand advertised,"After ordering these for 3 years for my dog, they sent a different brand distributed by Radio Systems Corp, Made in China.  Granted, when I look at what's remaining of my last package of Premier Busy Buddy Gnawhide Refil Ring (as advertised), it also was made in China.  It just annoys me that they have changed their distributor/manufacturer.......and haven't changed what they advertise they are selling. I will return these and find another company to order from.  Perhaps Premier Busy Buddy Gnawhide rings no longer exist and I'll have to find another favorite treat for my beloved dog.  Buyer Beware"
263629,B0025UOMXE,A1FCLC6F7T7X90,Word2TheWize,4,4,5,1310947200,Yummy In My Tummy,Last time I ate ramen was when I was a 16 yrs old and even then I didn't care for them much (but in a pinch was a quick meal). I bought a whole bunch of noodles for my nephew who is in college and seeing the prices these were going for I HAD to try them myself.  I prepared it as instructed in the packaging. Only difference is I only used half of the seasonings packet. I always found seasoning packets too salty for my taste ( I also never drink the left over broth saves both calories and sodium) . I also shredded a left over jerk chicken breast from last night. I must say it was very good. The noodles went great with it. Next time I will add some frozen mixed veggies as well. All in all I am quite surprised and pleased with these. I know I can have them on hand for the occasional meal when I am not feeling well enough to cook a full meal.
498641,B000HDK0DC,A3U9OFI7P6XRNT,Bella Yoga,0,0,5,1258243200,Yummy yummy,"These lollipops really are good.  Tasty and good for you.  My kids liked the flavors and the cute flavor names.  As a mother, I feel good about giving them a treat that's good for them!!  I even passed them out for Halloween."
380800,B000SARJF6,A14OJLJSK9FG06,Ron R,0,0,5,1337644800,Very Nice Tea,"This is great tea for a great price.  Have made several pots don't end up with a lot of powder unlikde some of the brand names. In fact, for Englich Breakfast this is as good or better than just about anything else out there."
280403,B002Y2OWOC,A1C411BTMBWX2Y,"Armaan ""Armaan""",0,0,4,1316044800,"Excellent quality, but may be a bit too strong.","With hundreds (if not thousands) of coffee brands and/or types, it's tough to choose one, especially online without tasting.  I took a shot at Community Coffee's whole-bean French Roast.  I bought a Hamilton Beach coffee bean grinder, so I refuse to buy pre-ground coffee.  Psychologically, doing so would negate the value that the coffee-bean grinder would provide to me.<br /><br />With that aside, 2 of the 3 bags of coffee that came in the package were shrink-wrapped, meaning that you could see the shapes of the coffee beans through the package since it was vacuum sealed.  The other package was loose, like you'd see at your typical grocery store. I'm pretty sure it didn't effect the quality of the brew, but it's just something that I noticed.<br /><br />Moving on to the bottom line here: the coffee tastes good, but might be too strong for some.  I'm used to good 'ole McDonald's coffee, which to me, is decent.  I like Peet's and various Sumatra blends from Coffee Bean and Starbucks, but herein lies the issue with choosing coffee: how do you know how strong a particular coffee is going to be?  A solid solution would be to rate the coffee on a scale of 1-10, 1 being weak and 10 being super-strong.  In using this guideline, I'd rate this coffee a 10 in terms of strength.  It's great early in the morning when you need a quick jolt of caffeine, but not-so-good in the afternoon or evening.<br /><br />Anyhow, this was worth a shot...I plan on ordering more Community Coffee, just a weaker blend."
259873,B004K07LQM,A2CWSYU3ZQL8JJ,Ruth,0,0,4,1349049600,Why are the prices so high? I have bought it at 1.99 in store?,I like the juice but fine I can no longer afford it as I have bought it for $1.99 in market but can no longer find it?  On line it is much more expensive?RuthPowell  were can I find it in a store  I live in North New Jersey 07078
238877,B000XAMNPC,A6YIRBOI13F1K,Nora,0,0,2,1284249600,Worked fine but only shortly,"My dog had an increased interest in his food for a very short time after using this product, then he got tired of it like he does everything. So the search continues..."
268188,B000QV0M1A,AZ3KW35E2BSVV,B,2,2,4,1271721600,Impressed with the taste,"I just ate my first bar, and was thinking to reorder.  But I'm concerned that the Omega balance is unhealthy.  Omega-6 is 1200mg, in one bar, and Omega-3 is only a third of that... at 410mg.  (Omega-6 starts inflammation, and Omega-3 stops inflammation.)  Other than that, this bar is delicious, and is more than 91 percent organic, with all ingredients coming from California.  This bar is preferable over an afternoon bag of chips from the snack machine."
170530,B003G2UPS6,A1XAPRM0OO15SO,"LISA LOU ""LISA MARIE""",1,1,5,1312329600,SUPER YUMMY!,"We fell in love with Popcornopolis when we first tried it at a Blockbuster store... however the price<br />was pretty steep for the small cone that you got... so I looked it up on Amazon and lo and behold here<br />it be!  This popcorn is unreal... if you like pecans and caramel popcorn you will LOVE this. I still<br />have a hard time figuring out how they make it so good but whatever they are doing they are doing it<br />right!  It is fresh and crunchy - PERFECT for a late night snack and a cuppa decaf coffee, feels like<br />you are eating something super sinful yet it isn't too bad for ya.<br />Can't beat the price either! I sent this to my mother in law as her mothers day gift and she was super<br />thrilled - she actually hinted to us that she wanted this because we had sent them a 5 pack sampler and<br />this one was her favorite.<br />She said she hid them where noone else can find them.<br />Hope this review helps.... I am also in hopes that the chocoloate zebra will be available on Amazon too...<br />That one is amazing as well  :0)<br />PS: The cheese one is softer and kind of stale even though the flavor IS something to write home about -<br />don't get it unless you don't mind it stale-ish. Also the husks can get annoying in the cheese kind."
377969,B002GJ9JY6,AEJHY15OTEBDS,Kelly C.,0,0,5,1328054400,Healthy substitute for peanut butter,"I just got my PB2 in the mail today, and I was very curious as to how it would taste. I was pleasantly surprised! No, it does not taste as good as peanut butter, but considering it has 85% less fat, it is pretty darn good! I'm on Weight Watchers and I'm always trying to find substitutions to stick to my points. 2 tbsp of PB2 is equal to 1 Weight Watcher's Points Plus point. 2 tbsp of full fat peanut butter is 5 points. However, 2 tbsp of PB2 does not equal 2 tbsp of peanut paste, so you have to keep that in mind. It would probably take about 3 tbsp of PB2 to get 2 full tbsp of paste. Anyways, I added 2 tbsp of PB2 to a Jell-O pudding cup (the sugar free), and it was delicious! It tasted like a Reese's Cup. I was able to add some protein and flavor to my dessert, and the entire thing was 3 points. PB2 does have a bit of a gritty consistency like protein powder, but it didn't bother me. I'm not sure I would eat this off of the spoon, but I will definitely use it in PB&J sandwiches, shakes and other recipes for peanut butter flavor.  I read somewhere that mixing it with Greek yogurt is very good as a protein-packed fruit dip."
39684,B005GIF5VU,A22CW0ZHY3NJH8,Noname,0,0,4,1278720000,"Cat likes it, but doesn't help tartar","My cat gets one Whiskas Temptation treat whenever I do her nails. She's always been very compliant, but the treats have made her jello in my arms. Not so sure about the soft filling, because she swallows them whole. Ditto for tartar control. It doesn't do much for that . . . maybe would be different if my cat would chew them."
52808,B0005ZXPY8,A23UHCZCUSGHUD,Eva Robinson,2,3,5,1264723200,Not free shipping but great product!,"There are tons of environmentally and family friendly ways to use baking soda. We mainly use it for baking and cleaning purposes.<br /><br />This is not a bad deal, however, you should be aware that compared to purchasing it in the grocery store for about $1.40/lb, this actually costs more like $2/lb here on Amazon. However, if you compare a couple extra dollars (which I am sure pays for their ""free"" shipping to bring it right to your doorstep) to the cost of driving to the store and back, it's not that big a deal. Great product, good price. I'd recommend! :)"
45718,B0041NYV8E,A343C98QJO0JBE,"Editor of Lillian's Diaries ""Sheryl Jones""",1,1,2,1333065600,Not My Cup of Tea,"It is a raw, cold day in Michigan today, the perfect time to try the Gold Kili All Natural Instant Ginger & Lemon Beverage Beverage. My first concern was that the directions are in ml instead of oz...so there had to be a math lesson before I could make the drink. That accomplished the steamy drink smelled so delicious. I was sure it would taste as good as it smelled and never even thought about adding a sweetner. The first sip was awful....it didn't taste at all lemony like it smelled. I can't identify the taste but do know my mouth and throat felt an unpleasant,almost stinging sensation. So, I added some sugar. The second and third sip were slightly better, but the stinging sensation was still there and the aftertaste did not go away quickly. The rest of the drink went down the sink drain....it was definitely not my cup of ""tea""."
543609,B006MONQMC,A3LOGP4VA9DX46,Prism,0,0,4,1335225600,Tasty,This liquid vitamin is pretty tasty. I thought it made my water taste like watered down Crystal Light. My kids also liked that it made their water turn pink and gave it a faint sweet taste.  It's not overwhelming in sweetness or vitamin in taste. I could not detect the vitamins at all. The only downside is that it requires refrigeration after opening.
42911,B002NHYQAS,A3I9MCGO36KZ7V,"Shawn Kovacich ""Author and Creator of numerou...",0,1,1,1300320000,Give Me A Hershey Bar Any Day of the Week!,"I admit that I am not a big dark chocolate fan. I first noticed that the chocolate does not have that sharp bitter taste that most dark chocolate has. Then again, it doesn't really have any taste. By the time I was done eating the chocolate bar, I kind of felt like I ate some wax. From there it did not agree with my system. It might be organic and dark chocolate, but give me a Hershey's bar any day.<br /><br />Shawn Kovacich<br />Author of the Achieving Kicking Excellence book and DVD series."
437594,B0016G1EZM,A21OFO5SB43TAA,"Twins Rock ""Twins Rock""",0,0,5,1310860800,A good buy.,"I was subscribing this for more a convenience reason besides I like Earl Gray flavor and didn't run out of the stuff.  If you drink Earl Gray regulary and want to have some available, this would be a good choice."
203732,B002FYJTL0,A2FV5YQV866PVF,A. C. Chitwood,0,0,4,1308787200,Excellent Beef Stock,"This is a very flavorful beef stock. It is USDA certified organic, which is nice. It can be a little more expensive than other beef broths in the same format. I have found that it is much lower in sodium than those others though, at least the ones carried at my local grocery stores.<br /><br />If you are concerned about MSG sensitivity, you should be aware of all of the possible names on labeling, and read labeling very carefully. The wikipedia page has a list of allowed USDA names for MSG. Since my family isn't MSG sensitive this isn't a concern for us.<br /><br />I recommend this broth, assuming you are not sensitive to MSG."
396098,B004X8T8DU,A17EJTT5A1MB25,Leah Nebergall,0,0,4,1322265600,"Great Price, made even better!","Between my children and myself we eat a box of little bites every couple days.  I love the flavor and texture of this cereal and it is pretty healthy too.  For my kids this cereal is a treat, (I don't allow junk cereal in the house).  At the local grocery store it is over $3.50 a box.  I enrolled in auto ship and it is closer to $2 a box.  Be prepared though, there is a little more breakage to the product than when I buy at the grocery store but for the price I don't mind, that is the reason for the four star rating."
496519,B001181NBA,A26LCS1BBLKY9F,BlackHawk,0,0,5,1338681600,"Great snack, like eating a treat!",These are some of the best tasting protein bars I've ever had.  they're like eating a snack but they've also got a good amount of protein in there.  Power Crunch bars are my new favorite; I highly recommend you try them; I've had all of the flavors and not one of them was bad.  What's the best one to try?  If you like Peanutbutter then try that first - but I will say I usually don't like Vanilla flavored anything but even the Vanilla is very tasty and good.
373391,B001BM62T4,A1XDMYX8QOW07N,Geoffrey Kleinman,3,4,2,1244332800,Not A Good Espresso Substitute but OK for Rooibos Chai,"I am an avid tea drinker who turned to the drink after realizing my body can't really tolerate coffee. I enjoy Rooibos on occasion and use it for chai when serving to people who are sensative to caffine.<br /><br />One important point about Rooibos is that it isn't technically tea it doesn't come from the Camellia Sinensis fmaily and therefore is considered an herbal.  It's a common mistake to label things which aren't true tea as teas, but a bigger mistake would be to label this ""espresso"".<br /><br />The only thing Red Espresso has in common with Espresso (aside from how you may chose to prepare it) is how it is ground.  When dealing with herbals and teas the more surface area that the water has contact with when you brew it, the more bitter the resulting beverage. With Red Espresso, rather than getting a sweet and clean tasting beverage, that you'd get from traditionally prepared rooibos, you get one which is much more bitter and sharp.<br /><br />I tried preparing this tea a number of different ways and found it took a lot to get the water to grounds ratio right. With only one exception I was never quite pleased with the resulting beverage.  The best luck I had with Red Espresso was to put it on the stovetop in water and then add chai spices to the mix, drain through a strainer and then adding milk and sweetner.<br /><br />I recognize people will turn to products like this for the health benefits, but I think they'll be disappointed with the experience of drinking this like coffee. For a much better coffee substitute I recommend Choffy which approximates the taste of coffee much closer.<br /><br />But if you're looking to give up your regular cup-o-joe for tea, this isn't the way to go. You'd be much better served picking up some Yunnan Gold or an Assam black tea, brewing it strong and adding milk and sweetener (if desired). If you're set on rooibos then look for the full unground needles to use to brew a much more pleasant cup."
297212,B002C7S3QW,A17HMM1M7T9PJ1,Timothy B. Riley,1,1,4,1338163200,"MUCH better than dried herbs but not as good as fresh, of course","I purchased one variety of this product at a local gourmet grocery store (this review is for the Italian Herb mix.)  I cook with fresh herbs regularly and thought that I would give this a shot.  Overall, I am glad that I did.<br /><br />First, if you are looking for a fresh taste nothing can beat herbs that were picked as recently as possible.  However, there are times when it is impractical to pick or purchase freshly picked herbs. Also, if you are just looking for a garnish this blend with work well and taste better than it's dried counterpart.<br /><br />It is true that the herbs were a little stuck together when I first opened the box.  I stuck a small, escargot fork through the opening and they loosened up just fine.  I had no other problem with clumping throughout the life of the product.<br /><br />The Italian blend had a nice, bright flavor. The chlorophyll was still present and strong.  Again, no substitute for fresh but better than using dried herbs when the recipe calls for fresh (it's great in sauces, by the way.)  However, if a recipe calls for dried herbs you will need a lot more of this mix since fresh herbs are not as concentrated as dry.<br /><br />I have not used this company's other products but I plan on buying them sometime in the future and I will update this review then."
477709,B0029TECEA,A3D1XM9ELZ8T4B,Harry.H,1,1,4,1334188800,delicious and easy,"it's microwavable so basically it's ready-to-eat, and it's delicious. well, but dont take this one flavor for everyday. because that can make you feel sick. but sometimes when you are busy with your work, or even at school lunch, it's convinient. what i like about this product is it's packaging. the soup does not leak from it. plus, i think it's cheaper to buy online rather than offline."
342855,B000ET4SM8,A11DSYC44WN0WT,"cupofgrace ""cupofgrace""",0,0,5,1347926400,Glad I found this product,Very happy with the shipping and product. Great product and price.I am now hooked on cooking with vanilla beans. Very easy to cut and scrape and use.
200932,B000JJK0B6,A26P8WGXH25UAH,BeautyHair,0,1,2,1312848000,not for me,"I've never had Finn Crisp (any flavor) or other crispbreads before. Pretty happy with the taste of traditional crackers (I can eat a lot of them without toppings). Just starting to explore the crispbread space (after reading about it in a health magazine), hoping for a healthier snack, especially something lower in sodium. I tried Ryvita (can't remember what flavor, but it is the sodium free one), and it tastes like cardboard. I couldn't find Finn Crisp at any of my local stores. So I ended up ordering it from Amazon, for a pack of 9. I was brave enough to do that because of all the good reviews.<br /><br />As soon as the shipment arrived, I made everyone in my family try one. Thumbs down from everyone, including myself. Makes me wonder why the magazine people say this crispbread can go topless, and why pretty much everyone who wrote a review think this stuff tastes good. To me, it has a faint bitter taste; to some of my family, it is tasteless. I can eat it, but certainly not something I can say I like. So spending 40+ mg of sodium per slice on this is not worth it.<br /><br />Well, I think I will go back to the cardboard taste Ryvita. At least it is sodium free, and I can buy just 1 box from a local store, not a pack through mail order. Personally, I prefer the cardboard taste to this faintly bitter taste."
481638,B001EQ56IA,A2JBTA5Y08GIVY,Gardenwander,0,1,5,1342569600,Great Fair Trade coffee,Equal Exchange coffee is has dark to light roast and is bought directly fromt he local farmer.  They have been in business for more than ten years.
228774,B0058AMY10,A2OLJKXJBAYBTY,J. Day,7,9,1,1302307200,"Kettle has sold out, the chips are horrible now","Used to eat the Spicy Thai flavor all the time.  MSG makes my body unhappy and this was one of the few flavored chips that was MSG free.  Now they have changed the whole recipe and how they make them.  Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"".  They removed the NO MSG from the label so they know very well what they did.<br /><br />The worst part though is that they taste horrible.  Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays.  The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.<br /><br />What a shame, no more kettle chips for me.  It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method.  Dont be fooled into paying a premium price for these chips as they are not a premium product anymore."
553714,B001E5E3NK,A170EOCWWXBLF5,zzzed,12,12,5,1156032000,great brand of stevia in convenient tablets,":: SteviaTabs Stevia Extract Tablets, Pack of Four 100-Count Packages ::<br /><br />I am hooked on always taking my coffee with stevia. The form I most often use is the shaker jar, the blend with FOS, from this same reliable company (Wisdom Naturals).<br /><br />But I also buy their product in tablets for the convenience. I take a packet with me for when I am away from home (travel, motels, etc).<br /><br />Another good reason for choosing tablets that I learned from experience:<br /><br />I was trying to get a friend to switch to stevia for his coffee instead of the chemical whatever-it-was sweetener tabs that were his habit. He reported that the stevia was far too intenseley sweet. I was suprised, but then after further dialogue, learned that it was because when he used the shaker jar, he poured in too much. Since then I found that setting a stevia-newbie up with tablets, and the simple instructions of 1-2 tabs per cup, it's what makes for the best approach.<br /><br />Note! Amzn's current price on these, less than $4 per pack, it is VERY good. I spent a lot of time last winter researching lowest possible price on this product. I really believe AMZN's price here cannot be beat -- particularly if you're calculating in the current promo of 20% off and free shipping."
26728,B002GWMGGQ,A1EFXXRDV40C4E,Charles Casterline,1,1,5,1328832000,Smoothest Coffee Yet,Home roasting is a neat little adventure that my wife and I got into just a few months ago. We have tried a few different coffees now and the best so far is this Peruvian High grown stuff. The quality is very good from the distributor and we are very happy having ordered from them a couple times. Try it you will like it!
254624,B001DC9SY8,A2CVWLECD1P7ZD,David E. Eisner,1,1,5,1220313600,This is serious,"Folks,now that I have your attention:  Buy these crackers and replace all the typical crap you have lying around your house. These are known as a ""heart healthy"" and are recommended by my cardiology group. (Note: I am not a cardiologist but I slept at a Holiday Inn last nite!) These are low sugar,low fat, no trans fat,etc. As important, if you consume these instead of potato chips,cheese doodles,onion dip and salsa chips you will be replacing the bad cholesterol stuff with the good stuff and keeping your sugar intake low as well. A lot of eating is emotional and psychological based,not hunger based. Do the above mentioned swap,give it six weeks and you will be proactively ahead of the curve. I put these in my music store as well,on the front counter. customers eat about half and my employees gobble the rest of them up.""Wanna buy a banjo,here..have a handful of these while you think about it!"""
267403,B008MPC2LK,AXHTH0EL75SOJ,"Rowan Oak ""missrowanoak""",1,1,4,1309219200,I love Eden brand,"I love Eden brand beans. Much more affordable than in the store. I haven't had any dented cans of beans or any problems. So far, so good!"
481445,B0001EQN88,AL04FWZ9PADDL,Colorado Coffee Lover,0,0,5,1299888000,Decaf with pleasing gusto,"Senseo coffee pods are our favorite because of the coffee fullness and the fact that they are real coffee in paper filter pods vs plastic pods other single serve coffee makers use.  We like the Columbian and Expresso for morning, but late in the day prefer decaf coffee and and the Senseo decaf is as full flavored and pleasing as the caffeine coffee pods.  A nice way to end the day."
492104,B002LVACUE,A3DFN5JMJM888J,Swody21,3,3,5,1295568000,Best Cereal Ever,"Waffle Crisp has been my favorite cereal since I was 12 or so the first time I tasted it. Now I'm 24 and I still totally live it. I can't find it sold anywhere in my area, which frustrates me, so I have purchased it here on Amazon to be delivered to my house every three months, which is already not enough. It was my first purchase from amazon and I'm not a internet buyer, so if that tells you anything..."
542393,B003CK7MME,A2BCDZO1XQLDH,R. Lanthier,1,2,5,1252022400,Excellent green tea,"Superb green tea. Organic and decaf. These bags are really filled up, so you get a lot of bang for the bag! With they came in larger boxes..."
388376,B0010748DM,A28Z4DMZ1TLBHS,Mavra,1,1,5,1328572800,My two cats love it !I,"I have two indoor cats that have a very sedentary life.<br />One will eat everything you give her, literally everything, including green salad and Doritos. The other one will only eat cat food.<br />I feed them tonight for the first time with Royal Canin Light 40, I mixed other brand with Royal Canin. And guess what? They sorted the food and ate all the Royal Canin pieces first, leaving behind the other brand.<br />I'm so happy they liked it. But mostly I'm happy they are eating high protein food instead of fillers. It's expensive, yes, but I think it's worth it.<br />I do recommend this product."
266980,B004BKLHOS,ADS99W8WMEXZ2,"Michelle Dunn ""Author, columnist""",0,0,5,1298419200,I love everything about these crackers,"Back to Nature Golden Honey Oat Grahams are the best graham crackers I have ever had.  If you are used the ""regular"" grahams you will love these. I love everything about them including the packaging. Things I love, no artificial preservatives, flavors or colors and NO High Fructose Corn Syrup (yay!), they are tasty, crisp and whole grain.  These are good by themselves or with peanut butter or as s'mores. I highly recommend them for your whole family.  Just  like the box says, simple ingredients, delicious and good."
419524,B0029ZAOW8,A33Q0D89RCG8PJ,Anon,0,0,4,1341187200,... this energy drink works well for me,"While it doesn't always work for five hours, this energy drink works well for me.  I've tried other energy drinks but they don't work as fast or last as long as 5 Hour Energy.<br /><br />It takes a while to get accustomed to the taste.  I probably would not drink this for the flavor alone.  Grape seems to taste the best."
127362,B005VOONKI,A14MSHFCXPARFS,Latin Pod,2,4,1,1337040000,Very Weak,"If you like dark, bold and strong coffee, you will not like Marley Coffee & Tea One Love Organic Coffee.  The product is packaged in convenient one cup serving packets, but it's very weak and almost tasteless.  It took at least two packets to make one half way decent cup of coffee.  Therefore, unless you like watery coffee, I would not recommend that you purchase this product."
558549,B000A11IRI,AL6V1X50WLAMY,Michelle Rama,8,8,5,1194048000,Awesome!,All of Ferdies products are delicious and well worth the price. We order them all at Christmas time and are never disappointed.
215142,B0030VBRCG,A3PXG657WQEMKZ,"R Fitz ""Rachel""",0,0,5,1331251200,"LOVE these! Great product, Great Value","We get these through the Amazon Subscribe and Save program. They are an excellent natural snack. My son loves them, and Amazon's Subscribe and Save program makes it so easy to keep them stocked in our pantry. Happy Baby does a great job of producing high quality organic baby food at a pretty reasonable price! They are a staple in our house."
