case_outcome,case_title,case_text
followed,Federal Commissioner of Taxation v S Hoffnung &amp; Co Ltd [1928] HCA 46 ; (1928) 42 CLR 39,"In my opinion, the authorities cited by counsel for the Commissioner, namely Federal Commissioner of Taxation v S Hoffnung &amp; Co Ltd [1928] HCA 46 ; (1928) 42 CLR 39 at 45 per Isaacs J, Puzey v Commissioner of Taxation [2003] FCAFC 197 ; (2003) 131 FCR 244 and Platypus Leasing Inc v Commissioner of Taxation (No 3) [2005] NSWSC 388 ; (2005) 189 FLR 441 at [47] [51], upheld on appeal at (2005) 61 ATR 239, establish the correctness of the Commissioner's contentions."
cited,Allstate Life Insurance Co v Australia and New Zealand Banking Group Limited (No 13) [1995] FCA 626,"Peoplebank submits that the demands of justice require that the costs of the notice of motion be paid forthwith for the following reasons: 1. To prevent the frustration of prior Court orders. Peoplebank submits that the Court has made it clear to Cytel that the costs awarded to Peoplebank on 3 November 2006 must be paid, before Peoplebank is required to incur any further costs in this action. Peoplebank notes that the current costs order arises out of attempts by Peoplebank to secure this payment. 2. The application ought not to have been brought. Peoplebank submits that the notice of motion ought not to have been brought and that the application is devoid of merit. Peoplebank submits that ' propounding interlocutory applications of dubious merit is a relevant consideration in the exercise of the Court's discretion on costs '. In Life Airbag at 12 Branson J observed that the demands of justice may require a departure from the ordinary rule where a party has been required to incur significant costs over and above those it would have incurred had the opposing party acted with competence and diligence. Peoplebank says that this observation is apposite. 3. The end of the proceedings is still not in sight. Peoplebank: &#8226; notes that the proceedings are stayed until Cytel pays the amount of the 3 November 2006 costs order. &#8226; submits that the Court can infer that Cytel has no present intention to pay this debt and is aiming to postpone payment. &#8226; submits that the length of time until the proceedings can be concluded is a relevant factor in exercise of the Court's discretion ( Allstate Life Insurance Co v Australia and New Zealand Banking Group Limited (No 13) [1995] FCA 626 at [4] [5]). 4. Costs granted by the current costs order are discrete. Peoplebank submits that it is a relevant factor that the current costs order relates to a discrete issue, separate from the principal proceedings. 5. No evidence that a 'forthwith order' will stifle the proceedings. Peoplebank submits that there is no evidence to support Cytel's claim that it will be 'further prejudiced in prosecuting its claim'."
referred to,Re APN News &amp; Media Limited [2007] FCA 770,"The first was the issue of performance risk. This is an issue which has been raised in a number of cases to which Mr Jackman referred. The most recent case is Re APN News &amp; Media Limited [2007] FCA 770 at [23] . 6 I was satisfied that the ""performance risk"" was sufficiently addressed in relation to each of the Schemes for the reasons set out in the written submissions. 7 The second matter to which reference was made was an exclusivity provision contained in clause 19 of the Merger Implementation Agreement. This contained a ""no shop restriction"", a ""no talk restriction"" and a ""no due diligence restriction""."
cited,Markisic v Dept of Community Services of New South Wales &amp; Ors [2005] NSWSC 1373,"In my view, to the extent that this is a cause of action under ss 51AA and 52 (and in my view the relevance of s 51AA is dubious) it is not one in respect of which the applicant has suffered personal injury within the meaning of s 116(2)(g) Bankruptcy Act . This is because, notwithstanding the claim that the applicant has suffered personal injury: a. Other than a statement that the applicant suffered personal injury, no injury is particularised or connection drawn between how a failure to warn and advise the applicant caused the applicant to suffer personal injury. A bare allegation that the applicant has suffered personal injury or wrong, without particularising the injury or wrong, or without stating the connection between the conduct complained of and the claimed personal injury or wrong, is not adequate to provide the applicant with standing to pursue litigation in the very limited circumstances of his bankruptcy. Particularising the damage and establishing the nexus would be necessary in any event. As explained in well-known comments of Bowen LJ in Ratcliffe v Evans (1892) 2 QB 524 at 532: 'The necessity of alleging and proving actual temporal loss with certainty and precision in all cases of the sort has been insisted upon for centuries... In all actions accordingly on the case where the damage actually done is the gist of the action, the character of the acts themselves which produce the damage, and the circumstances under which these acts are done, must regulate the degree of certainty and particularity with which the damage done ought to be stated and proved. As much certainty and particularity must be insisted on, both in pleading and proof of damage, as is reasonable, having regard to the circumstances and to the nature of the acts themselves by which the damage is done. To insist upon less would be to relax old and intelligible principles. To insist upon more would be the vainest pedantry.' (note similar comments by Dillon LJ in Lonrho plc v Fayed (No 5) [1994] 1 All ER 188 at 194, Branson J in Kirela Pty Ltd v Westfield Holdings Ltd [2002] FCA 1223 at [15] , Ryan J in PFD Food Services Pty Ltd v NAFDA Pty Ltd [2003] FCA 682 at [18] - [19] , and Smart AJ in Markisic v Dept of Community Services of New South Wales &amp; Ors [2005] NSWSC 1373 at [115] ) b. The respondents are entitled to know the case they are to meet ( Gould and Birbeck and Bacon v Mount Oxide Mines Ltd (in liq) [1916] HCA 81 ; (1916) 22 CLR 490 at 517; Bare v Pulham [1982] 148 CLR 568; Banque Commerciale SA (en liquidation) v Akhil Holdings Ltd [1990] HCA 11 ; (1990) 169 CLR 279 at 286, Barclays Bank v Boulter [1999] UKHL 39 ; [1999] 1 WLR 1919 at 1923; and note O 12 r 1(1) Federal Court Rules ) and the pleadings must be sufficiently clear, so that the case against the respondents is clear. c. If the claim is to be categorised as a claim in negligence which has resulted in financial loss, it properly lies with the trustee in bankruptcy: Faulkner v Bluett . d. If the claim is to be categorised as a breach of fiduciary duty or trust it properly lies with the trustee in bankruptcy. As pointed out by RD Nicholson J in Pridmore v Magenta Nominees Pty Ltd (1999) 161 ALR 458 at 468: 'In relation to s 58(1)(a) 'the property of the bankrupt' as defined in par 116(1)(a) would include any choses in action which the applicants had to enforce equitable rights. Such rights, being property being divisible among the creditors of the bankrupt, would vest in the official trustee. If the equitable rights arose after the sequestration order it would for the same reasons be 'property that is divisible amongst the creditors of the bankrupt' within s 58(6) and thus property to which s 58(1)(b) applies so that again the exercise of the rights would vest in the official trustee...' (note also Wily (as Trustee of the Bankrupt Estate of Fuller) v Fuller [2000] FCA 1512 ; Pascoe, in the matter of Hudson [2006] FCA 785) e. If the claim is categorised as a breach of ss 51AA or 52 , it is claim with respect to a commercial transaction which has now vested in the trustee in bankruptcy."
discussed,Tallglen Pty Ltd v Pay TV Holdings Pty Ltd (1996) 22 ACSR 130,"The legal principles that govern the exercise of the Court's discretion under this rule have been discussed in a number of recent cases, and are well established: see Bass v Permanent Trustee Co Ltd [1999] HCA 9 ; (1999) 198 CLR 334 (' Bass' ) at 355-359; Tepko Pty Ltd v Water Board [2001] HCA 19 ; (2001) 206 CLR 1 (' Tepko' ) at 55; Reading Australia Pty Ltd v Australian Mutual Provident Society (1999) 217 ALR 495 (' Reading' ) at 497-500 [7]-[11]; Direct Factory Outlets Homebush Pty Ltd v Property Council of Australia [2005] FCA 1002 ( 'Direct Factory Outlets' ) at [2]-[4]; Souflett Beheer v AWB Limited [2004] FCA 518 ( 'Souflett Beheer' ) at [19]-[20]; Kockums AB v Commonwealth [2002] FCAFC 138 at [38] - [41] ; SmithKline Beecham (Aust) Pty Ltd v Chipman [2002] FCA 674 (' SmithKline' ) at [35]-[39]; SPI Spirits (Cyprus) Ltd v Diageo Australia Ltd [2006] FCA 14 (' Diageo' ) at [22]-[27]; Save the Ridge Inc v Commonwealth [2005] FCAFC 203 ; (2005) 147 FCR 97 ( 'Save the Ridge' ) at 103-104 [15]-[17]; Rainsford v Victoria [2005] FCAFC 163 ; (2005) 144 FCR 279 (' Rainsford' ) at 291-294 36-44; Director of Fisheries (NT) v Arnhem Land Aboriginal Land Trust [2001] FCA 98 ; (2001) 109 FCR 488 ( 'Director of Fisheries' ) at 521 [139] and 526-527 [163]; and Tallglen Pty Ltd v Pay TV Holdings Pty Ltd (1996) 22 ACSR 130 (' Tallglen' ) at 141-142. 29 The starting point must be that, as a general rule, all issues of fact and law should be determined at the one time: Reading at 497 [7]; Tallglen at 141-142; and Diageo at [23]. 36 In CBS Productions Pty Ltd v O'Neill [1985] 1 NSWLR 601 at 606, Kirby P said that a matter is 'ripe' for separate and preliminary determination where it is a central issue in contention between the parties, and its resolution will either obviate the necessity of litigation altogether or substantially narrow the field of controversy. This proposition assumes, of course, that the factual foundation for the determination of the issue has been resolved: see Rocklea Spinning Mills v Anti-Dumping Authority (1995) 56 FCR 406; and SmithKline at [35]-[39]. In Tallglen , Giles CJ in the Commercial Division said at 141-142 that in the ordinary course all issues in proceedings should be decided at the one time, but the separate decision of a question may be appropriate where, for example, the decision of a question is critical to the outcome of the proceedings and (at least if decided in one way) will bring the proceedings to an end. His Honour added that, in particular circumstances, the separate decision of a question may be appropriate even if it will not bring the proceedings to an end, such as where there is a strong prospect that the parties will agree upon the result when the core of the dispute is decided or where the decision will obviate unnecessary and expensive hearings of other questions. 38 The courts have repeatedly warned of the dangers that attend the trial of separate or preliminary questions. In Tepko at 55 [168]-[170], Kirby and Callinan JJ said that the attraction of trials of separate questions are often more chimerical than real; savings in time and expense can prove illusory and the process can generate other problems such as interlocutory appeals and consequent delays. Their Honours concluded that single issue trials should only be embarked upon when their utility, economy and fairness to the parties are beyond question: at 55 [170]. In Direct Factory Outlets , Sackville J said, quite correctly, that the dangers of separate trials are well illustrated by the numerous cases in which the process has miscarried. In Save the Ridge at 103 [15], Black CJ and Moore J said that the O 29 procedure is one that should be adopted with caution as it can be fraught with difficulties. In Tallglen at 141-142, Giles CJ said that the ordering of separate trials must be carefully controlled lest fragmentation of the proceedings (particularly when the exercise of rights of appeal is borne in mind) brings delay, expense and hardship greater than that which the making of the order was intended to avoid. Similar statements can be found in this Court: see eg Novartis Corp Protection Australasia Pty Ltd v Orica Australia Pty Ltd [2001] FCA 1013 at [7] per Stone J."
followed,Sheffield Oxford Controls Co Ltd [1979] ICR 396,"I do not discount the possibility that Mr Coulson asked Mr Hem to resign. I rather think that something along those lines was suggested. Having accused him of theft it would not be surprising had Mr Coulson asked Mr Hem to resign. By the time of the conversation the ill-will between the two was significant. If Mr Hem had been asked to resign to avoid a dismissal that would be equivalent to an actual dismissal. In Sheffield Oxford Controls Co Ltd [1979] ICR 396, in delivering the judgment of the Employment Appeal Tribunal, Arnold J said (at 402): ""It is plain, we think, that there must exist a principle, exemplified by the four cases to which we have referred, that where an employee resigns and that resignation is determined upon him because he prefers to resign rather than be dismissed (the alternative having been expressed to him by the employer in the terms of a threat that if he does not resign he will be dismissed), the mechanics of the resignation do not cause that to be other than a dismissal. The cases do not in terms go further than that. We find the principle to be one of causation. In cases such as that which we have just hypothesised, and those reported, the causation is the threat. It is the existence of the threat which causes the employee to be willing to sign, and to sign, a resignation letter or be willing to give, and to give, the oral resignation. But where that willingness is brought about by other considerations and the actual causation of the resignation is no longer the threat which has been made but is the state of mind of the resigning employee, that he is willing and content to resign on the terms which he has negotiated and which are satisfactory to him, then we think there is no room for the principle to be derived from the decided cases."" 20 In the end it is not necessary for me to rule on any of the disputed aspects of the conversation between Mr Hem and Mr Coulson. The reason is that it is not in dispute that during the discussion Mr Hem was accused of being a thief. In the absence of any justification (and none was proffered) that accusation constitutes what in some cases is referred to as a ""constructive dismissal""."
discussed,Re Simring and High Court of Australia [2006] AATA 849 (2006) 44 AAR 103,"Loughnan has since been discussed in a couple of decisions of the Tribunal. In Re O'Sullivan and Family Court of Australia (1997) 47 ALD 765 , Senior Member Dwyer dealt with a case in which access was sought to the handwritten notes of a Family Court counsellor. In her reasons, the learned senior member discussed Loughnan in the context of determining whether the counsellor's notes were documents of the court. Having concluded that they were, at [25] the senior member found that the notes were not a document relating to matters of an administrative nature, because of the professional duties of the counsellor. It is unnecessary to decide in the present case whether that conclusion was correct. In Re Simring and High Court of Australia [2006] AATA 849 (2006) 44 AAR 103 , Deputy President Walker dealt with a request for access to a document created in the course of dealing with an application for special leave to appeal to the High Court. The learned deputy president took the view that, because the document had been brought into existence within the chambers of a judge, as part of the judicial deliberative process, it was a judicial document, and not a document relating to matters of an administrative nature. The deputy president regarded Loughnan as not in point. At [19], the deputy president referred to the words ""relates to matters of an administrative nature"" in s 5 of the FOI Act in the following terms: The language used is relatively flexible and focuses on the general nature of the document rather than on the presence in the document of any administrative features whatever, however insignificant they might be in relation to the document's general nature. Even if the document in issue dealt incidentally with some administrative matters, and there is no evidence that it does, that would not necessarily detract from its overall quality as a document pertaining to the judicial role of the Court rather than to its administrative organisation."
considered,Hudson v Entsch [2005] FCA 557,"The Commission also points to Hudson v Entsch [2005] FCA 557 where Dowsett J considered Mr Hudson's opposition to a costs order being made against him on the basis that, inter alia, the matter involved a significant question of public interest. His Honour held that that submission was the most significant and meritorious of Mr Hudson's arguments (at [5]) but that: ...there is great potential danger in allowing individual members of the public to decide that particular issues are of public interest if that means that others must pay for the ensuing litigation. An individual should not be encouraged to think that he or she can litigate without the risk of an order for costs in the event that he or she is unsuccessful, merely because he or she considers that there is some aspect of public interest to be vindicated in the litigation. The question is whether the first respondent or the applicant should bear the first respondent's costs of these proceedings. The applicant started the proceedings; the first respondent had no choice in the matter and resisted them. I consider that the better outcome is that the applicant pay those costs. 14 Mr Smith does not rely solely on the question of public interest in relation to costs. However, the Commission submits that, as in Entsch , Mr Smith started the proceedings and the Commission had no choice but to contest them. Accordingly, the Commission says, the Court should make an order that Mr Smith pay its costs. 15 In response, Mr Smith submits that the evidence before the Tribunal, which was also requested by discovery in his petition, will show that it was the Commission that ' caused my allegation and petition '."
cited,Malleys Ltd v J W Tomlin Pty Limited [1961-62] 35 ALJR 352,"His Honour's Reasons reflect the following observations concerning his Honour's assessment of the evidence before him and the legal issues: (a) The Applicant applied for the Registered Design on 24 December 2001. The Registered Design was granted on 27 May 2003 and since September 2004 Midamarine has, through arrangements with a licensee, Britz Innovation Pty Ltd ('Britz Innovation') and a related company Kalinin Pty Ltd ('Kalinin'), a company trading as 'Britz Marketing', been selling an inflatable surfcraft described as the ' Wavestar '. The Applicant also sells another surfcraft article described as the ' Surfster '. (b) The Applicant contends that the Wavestar is an embodiment of the Registered Design. (c) In June 2005, Mr Russell Joel Binkin ('Mr Binkin'), 'an associate of the applicant, provided a sample of the Wavestar to Mr Corrick and endeavoured to persuade him that he should licence the design of the Wavestar from the applicant. Mr Corrick was provided with artwork, which came from the applicant. I am satisfied that the sample of the Wavestar and the artwork contained clear notification of a Registered Design, and the artwork and sample contained the Warning which presently appears on the physical exhibit of the Wavestar. It is to be expected, I would have thought, that there was copyright in somebody in that formulation of the Warning.' [6] (d) 'After the meeting and the supply of the sample and artwork, Mr Corrick indicated he was not interested in pursuing a licence for the product.' [7] (e) In January 2006, Midamarine and Britz Marketing entered into an exclusive distributorship in relation to the Wavestar surfcraft. In February 2006, Mr Corrick commenced negotiations with the National Rugby League ('NRL') and the Australian Football League ('AFL') to use the trade marks of NRL and AFL sporting teams on surfcraft or surf mats. (f) On 8 September 2006, a director of Midamarine, Mr Michael Arenson, learnt that DMC was supplying a surfcraft article to 'Amart All Sports' which was said by Mr Arenson to be strikingly similar to the Wavestar . (g) On 22 September 2006, Mr Arenson saw a reproduction of the DMC article. Mr Arenson spoke to Mr Corrick and wrote a letter to him on 24 September 2006 drawing his attention to the similarities in the design features between the Wavestar article and the DMC article. Mr Arenson drew Mr Corrick's attention to the fact that the warning label endorsed on the DMC article was a direct copy of the Warning Notice on the Wavestar article. In particular, Mr Arenson drew Mr Corrick's attention to the reproduction on the DMC article of the claim, 'The shape of this inflated product is a Registered Design' . (h) On 27 September 2006, the solicitors for DMC applied to register a design of a surfcraft in the name of DMC and, in that Application, Mr Corrick was described as the designer. His Honour observed that: 'No documents supporting his design exist, for the good reason that, in fact, the DMC product is a direct and complete copy of the Wavestar. ' [11] (i) His Honour noted: 'It is now conceded that the DMC surf mat is indeed a copy - and a deliberate copy of the Wavestar ' . This, in my view, had to be so. The visual comparison leads to that conclusion. The fact that the Wavestar was left with Mr Corrick, the comparison of the two and the identity of the words used in the Warning on the back of the DMC surf mat and, in particular, ""the shape of this inflatable product is a Registered Design"", lead inevitably to the conclusion that the DMC product is a direct copy of the Wavestar '. [12] 'The words on the Wavestar reflect the contention by Mr Arenson that the Wavestar is an embodiment of the Registered Design. The presence of those words on the DMC product is, in my opinion, damning evidence of copying by DMC of the Wavestar.' [13] (j) Counsel for DMC contended that the Wavestar is not an embodiment of the Registered Design and in any event, the Registered Design is invalid. As to the latter question, his Honour concluded that for interlocutory purposes, the Applicant is to be treated as the owner of a valid Registered Design having regard to differences in the features of shape reflected in the examples of prior art. 'Indeed, the attack on the validity of the Registered Design is seriously undermined by DMC's own application for registration of the design of the DMC product, which application is tainted with dishonesty and fraudulent claims. I accept that it has been acknowledged that the application will be withdrawn or otherwise expunged.' [16] (l) His Honour addressed Midamarine's contention that DMC had applied the Registered Design or a fraudulent or obvious imitation of the Registered Design to articles sold and offered for sale by DMC. At [23], the features of shape, configuration, pattern or ornamentation contained within the Registered Design, capable of being judged by the eye, are identified by his Honour. At [24], his Honour observes, 'I have inspected the inflated DMC product and compared it with the Registered Design. The inflated DMC product possesses each of the features identified in the Applicant's written submissions (those identified at [23]), with the exception that the handles do not protrude from the top of the surf mat as depicted in the Registered Design. The handles on the Wavestar also do not protrude from the top of the surf mat, as depicted in the Registered Design. His Honour concluded that, 'For present purposes, being the interlocutory purposes, I am satisfied that, to the eye, the shape of the DMC product is substantially the same as that of the Registered Design. It is, in my opinion, strongly arguable that the design, which has been applied to the DMC product, is an obvious imitation of the Registered Design. That is, in the words of the test in Malleys (Malleys Ltd v J W Tomlin Pty Limited [1961-62] 35 ALJR 352) , to be found at p 354 of the report: ""Not the same but a copy apparent to the eye notwithstanding slight differences"".' [27] (m) His Honour observed that even if the design applied to the DMC article is not an obvious imitation of the Registered Design, the test for fraudulent imitation is even more strongly arguable [28]. His Honour identified the tests approved by the High Court in Polyaire Pty Ltd v K-Aire Pty Ltd &amp; Ors [2005] HCA 32 ; (2005) 221 CLR 287 and the High Court's approval of the observations of Lehane J in Koninklijke Philips Electronics NV &amp; Anor v Remington Products Australia Pty Ltd [1999] FCA 816 ; (1999) 91 FCR 167. His Honour concluded: 'I am satisfied that there is a strongly arguable case of fraudulent imitation. It seems inevitable that, if the Wavestar is an embodiment of the Registered Design, then the DMC product is a fraudulent imitation. The design of the Wavestar and the DMC product is almost identical. It could not have been independently created. It is now admitted that the DMC product is a copy of the Wavestar .' [31] 'So, also, is the embarrassing identity of the direct words of the warning label, including the imprinting of the words: ""The shape of this inflatable product is a Registered Design"". ' (n) At [33], his Honour said this: 'It is not denied that Mr Corrick was supplied with a sample of the Wavestar surf mat and had discussed obtaining a licence of the design. It seems plain that there is a strongly arguable case of obvious imitation or fraudulent imitation of the Registered Design.' (o) On the question of the balance of convenience, his Honour considered the observations of the High Court in Beecham Group Limited v Bristol Laboratories Pty Limited [1968] HCA 1 ; (1967-68) 118 CLR 618 at 625 and the principles affirmed by the High Court in Australian Broadcasting Corporation v O'Neill [2006] HCA 46 and weighed in the balance the implications arising out of a consideration that DMC had 'in the face of warnings' from Midamarine and 'with eyes wide open' embarked upon a course of importing, selling and offering for sale articles to which a fraudulent or obvious imitation of the Registered Design had been applied. At [39], his Honour said this: 'In my judgment, the balance of convenience strongly favours the grant of the injunction sought. The chronology of events, and in particular the history of the design of the DMC product that is to say no design, but a direct copy indicates that the respondents have decided to import and distribute the DMC product with their eyes open to the likely consequences of so doing.' (p) At [40], his Honour further referred to submissions by counsel for Midamarine and quoted this submission, 'No reasonable trader, having received the sales pitch from Mr Binkin [in June 2005] for the Wavestar , could reasonably ignore the existence of the rights [claimed in the design]' . (The words in the square brackets are explanatory words inserted into counsel's submission by his Honour). (q) As to the question of damage accruing to Midamarine, his Honour said this: 'In this particular case, the applicant is shown to be an established manufacturer and supplier of the Wavestar surf mats. It is strongly arguable that that product has the benefit of the protection of the Registered Design. It has been creating a market for its product and supplying its product to distributors since 2004. [35]. 'Earlier this year, the applicant entered into an exclusive distributor arrangement with Britz Marketing. I accept that its fortunes are tied to its ability to distribute its products via Britz Marketing. The Wavestar is now exclusively sold by Britz Marketing under the name Wahu Wavetube . That surf mat is sold in an extensive range of shops, including Toyworld, Big W, Rebel Sports, Target and Toy'R'Us. Mr Britz says the Wahu Wavetube has been heavily promoted'. [36] 'Since the First Respondent [DMC] began, in October 2006, to sell the DMC product, Amart All Sports has ceased all sales of the Wahu Wavetube and has acquired, instead, the DMC product. I accept that the inability to sell surf mats to the applicant's design to Amart has a significant impact on the ability of the applicant to make sales.' (r) On the question of an assessment of potential wider injury, his Honour concluded that, 'There is a serious over-statement of those risks in the evidence on behalf of the applicant'. [38] His Honour concluded that there was 'a deal of exaggeration in the injury inherent' in the contentions of Mr Britz that Britz Marketing would have to give serious consideration to sourcing surf mats from a different and cheaper source than Midamarine if DMC products continued to be sold. (s) At [41], his Honour reached this conclusionary observation, 'The strength of the applicant's case of deliberate copying by the first respondent favours the grant of the interlocutory injunction. The impugned DMC products are clearly and objectively a deliberate copy of the Wavestar . The person responsible for the design and manufacturer of the DMC product knew that the product was a copy of the Wavestar , and knew of the claim that the design of the Wavestar product was protected by a Registered Design. In those circumstances, it seems to me that DMC has embarked on a task of ordering and importing the impugned products with its eyes wide open as to the potential consequences of so doing, namely, that it will be exposed to the present application.'"
cited,SZHTW v Minister for Immigration &amp; Anor [2006] FMCA 356,"a supporting affidavit filed 5 April 2006, the applicant recounted facts including his failed application for review to the Tribunal, and the fact that he lost his case before Driver FM. The applicant also noted that his migration agent had not lodged his amended application in the Federal Magistrates Court, although I note from the judgment of Driver FM that his Honour gave leave for a form of amended application to be filed in court ( SZHTW v Minister for Immigration &amp; Anor [2006] FMCA 356 at par 6)."
cited,Global Sportsman Pty Limited v Mirror Newspapers Limited [1984] FCA 180 ; (1984) 2 FCR 82,"I am satisfied that it would be unreasonable to read the brochure as offering an assurance against anything that might happen in the market, the use of an apparently reputable hotel operator's name, Pacific International Hotels, in connection with the promise of a 7% p.a. return for 10 years from the investment was calculated to induce confidence that the promoters of the venture had a foundation for the confidence expressed concerning future matters. Those who were named in the brochure as organisations, rather than particular identified corporate identities, included the hotel operator, as ""Pacific International"", and a developer, ""Austcorp"". Ordinarily, a statement which involves the state of mind of the maker will convey the meaning expressly, or by implication, that the maker of the statement had a particular state of mind when it was made and, commonly, that there was a basis for that state of mind: Global Sportsman Pty Limited v Mirror Newspapers Limited [1984] FCA 180 ; (1984) 2 FCR 82 at 88 per Bowen CJ, Lockhart and Fitzgerald JJ; RAIA Insurance Brokers Limited v FAI General Insurance Co Limited [1993] FCA 92 ; (1993) 41 FCR 164 at 172-175 per Beaumont and Spender JJ, with whom Davies J generally agreed at 165-166."
considered,Ritz Hotel Ltd v Charles of the Ritz Ltd (1988) 15 NSWLR 158,"In Assa Abloy Australia Pty Ltd v Australian Lock Co Pty Ltd [2005] FCAFC 246 ; (2005) 68 IPR 105 at [19] the Full Court referred to the observations of McLelland J in a trade mark context in Ritz Hotel Ltd v Charles of the Ritz Ltd (1988) 15 NSWLR 158 at 193 ( Ritz ), and said: [Adapting] that language to the design context, the expression would embrace any person having a real interest in having the entry expunged and thus would include any person who would be or in respect of whom there is a reasonable possibility of his or her being 'appreciably disadvantaged in a legal or practical sense' by the entry not being expunged."
referred to,Reading Australia Pty Ltd v Australian Mutual Provident Society [1999] FCA 718 ; (1999) 217 ALR 495,"was referred to a number of authorities, but I do not need to go through them in detail. The general principles are well known. They are summarised by Branson J in Reading Australia Pty Ltd v Australian Mutual Provident Society (1999) 217 ALR 495 ; [1999] FCA 718 at [6] - [9] . They were applied by Kenny J in Fleming's Nurseries Pty Ltd v Hannaford [2008] FCA 591. Orders separating liability from damages or an account of profits are often made in intellectual property cases. In Liberty Financial Pty Ltd v Scott [2003] FCA 226 at [40] , Weinberg J expressed the view that intellectual property cases, or at least intellectual property cases other than patent cases, should be treated no differently from other commercial cases. I do not need to enter that debate because this is not an intellectual property case. The claims made by the applicant include claims made under the Corporations Act and the TPA. In any event, there is no fixed and invariable rule that an order for the determination of separate questions will be made in intellectual property cases."
cited,X v Australian Crime Commission [2004] FCA 1475 ; (2004) 139 FCR 413,"issue is not whether the ACC Act has, by s 30, abrogated the privilege against self-incrimination. That has been decided by cases such as A v Boulton [2004] FCA 56 ; (2004) 204 ALR 598 ; Hak Song Ra v Australian Crime Commission [2004] FCA 416 ; (2004) 138 FCR 51 ; Loprete v Australian Crime Commission [2004] FCA 1476 ; X v Australian Crime Commission [2004] FCA 1475 ; (2004) 139 FCR 413 ; CC v Australian Crime Commission [2005] FCA 754."
cited,Southern Equities Corporation Ltd (in liq) v Arthur Anderson &amp; Co (No 6) [2001] SASC 398,
referred to,Varawa v Howard Smith &amp; Co Ltd [1910] HCA 11 ; (1910) 10 CLR 382,"Consequently, such communications if contrary to public policy are not so protected. A clear example is a communication to further the commission of a crime or fraud: Varawa v Howard Smith &amp; Co Ltd [1910] HCA 11 ; (1910) 10 CLR 382; Attorney-General (Northern Territory) v Kearney [1985] HCA 60 ; (1985) 158 CLR 500 ( Kearney ); Commissioner of Australian Federal Police v Propend Finance Pty Limited [1997] HCA 3 ; (1997) 188 CLR 501 ( Propend )."
cited,Australian Competition and Consumer Commission v Shell Co of Australia Ltd (1999) 161 ALR 686,"In the present case senior counsel for Multiplex cited a line of cases which hold that a subpoena duces tecum is not to be used as a substitute for discovery: Commissioner for Railways v Small (1938) 38 SR (NSW) 564, Australian Competition and Consumer Commission v Shell Co of Australia Ltd (1999) 161 ALR 686, Pasini v Vanstone [1999] FCA 1271. However, all these cases were concerned with subpoenas directed to a party. True it is that in Hughes (at 543) Toohey J, citing Small , said that a party may not though a subpoena ""obtain discovery from a stranger to the action"". But what was meant by obtaining discovery from a stranger emerges from the judgment of Jordan CJ in Small at 573: ""If [a subpoena duces tecum ] be addressed to a stranger, it must specify with reasonable particularity the documents which are required to be produced. A subpoena duces tecum ought not to be issued to such a person requiring him to search for and produce all such documents as he may have in his possession or power relating to a particular subject matter. It is not legitimate to use a subpoena for the purpose of endeavouring to obtain what would be in effect discovery of documents against a person who, being a stranger, is not liable to make discovery. A stranger to the cause ought not to be required to go to trouble and perhaps to expense in ransacking his records and endeavouring to form a judgment as to whether any of his papers throw light on a dispute which is to be litigated upon issues of which he is presumably ignorant"". 27 The caution that courts have exercised where parties seek to obtain documents by subpoena from other parties is influenced by the principle that a particular procedure has been prescribed for obtaining such documents, namely discovery: Shell Co at [50]. With non-parties, however, the position is reversed. In recent times the introduction of O 15A r 8 has allowed discovery from non-parties, but it is a jurisdiction which ""should be exercised with caution"" and is not intended ""for the general run of case"": McIlwain v Ramsey Food Packaging Pty Ltd (2005) 221 ALR 785 at [33]. So for the obtaining of documents from a non-party such as ASIC, subpoena duces tecum is the norm rather than the exception."
applied,Alister v The Queen (1984) 154 CLR 404,"an objection to the production of documents in answer to a subpoena is based upon a claim of public interest immunity, the usual practice&#8212;established many years ago&#8212;has been for the grounds of the claim to be set out and explained in an affidavit made by either the Minister who is the political head of the particular department concerned or the Secretary of that department ( Sankey v Whitlam [1978] HCA 43 ; (1978) 142 CLR 1 at 43). The weight to be afforded to that affidavit is governed to some degree by the extent of the knowledge which the deponent possesses concerning the documents which are the subject of the claim ( Sankey v Whitlam 142 CLR at 44). The knowledge of those documents which must be considered comprises not only knowledge of the contents of the documents but also knowledge of the circumstances in which they came into existence. When the claim is based partly or wholly on national security grounds, very considerable weight must be given to the views of the responsible Minister or the permanent head. In the present case, because we live in dangerous times and matters of national security are at the forefront of the ONA's responsibilities, very considerable weight must be given to the views of the Director-General expressed, as they were, on his oath ( Alister v The Queen (1984) 154 CLR 404 at 435). Claims of public interest immunity require the Court to decide whether the administration of justice will be impaired or perhaps even frustrated by the withholding of relevant evidence in favour of a greater public interest, namely, that harm shall not be done to the nation or the Public Service by the disclosure of the material in contest ( Conway v Rimmer [1968] UKHL 2 ; [1968] AC 910 at 940; Rogers v Home Department State Secretary [1973] AC 388 at 400; 406 407; Sankey v Whitlam 142 CLR at 38 39; 60; and 94; Alister v The Queen 154 CLR 404 at 412; and 434; and Commonwealth v Northern Land Council [1993] HCA 24 ; (1993) 176 CLR 604 at 616 617)."
